qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovs,organism
sp|Q8VWZ7|C76B6_CATRO,ANW12210.1,82.15,493,88,0,1,493,23,515,0.0,877.0,92.49,Gentiana crassa subsp. rigescens
sp|Q8VWZ7|C76B6_CATRO,AIA22171.1,82.15,493,88,0,1,493,23,515,0.0,877.0,92.29,Gentiana crassa subsp. rigescens
sp|Q8VWZ7|C76B6_CATRO,ANW12211.1,82.15,493,88,0,1,493,23,515,0.0,876.0,92.49,Gentiana crassa subsp. rigescens
sp|Q8VWZ7|C76B6_CATRO,BAP90522.1,82.961,493,84,0,1,493,20,512,0.0,876.0,93.51,Ophiorrhiza pumila
sp|Q8VWZ7|C76B6_CATRO,ANW12209.1,81.947,493,89,0,1,493,23,515,0.0,872.0,92.29,Gentiana crassa subsp. rigescens
sp|Q8VWZ7|C76B6_CATRO,XP_027154553.1,82.353,493,87,0,1,493,1,493,0.0,871.0,93.31,Coffea eugenioides
sp|Q8VWZ7|C76B6_CATRO,AGX93055.1,86.207,493,68,0,1,493,1,493,0.0,870.0,94.12,Vinca minor
sp|Q8VWZ7|C76B6_CATRO,XP_027078185.2,81.947,493,89,0,1,493,1,493,0.0,867.0,93.1,Coffea arabica
sp|Q8VWZ7|C76B6_CATRO,XYA23378.1,80.408,490,96,0,1,490,1,490,0.0,853.0,93.47,Carapichea ipecacuanha
sp|Q8VWZ7|C76B6_CATRO,KAL2552084.1,81.174,494,92,1,1,493,1,494,0.0,850.0,92.11,Forsythia ovata
sp|Q8VWZ7|C76B6_CATRO,WIE96227.1,81.744,493,90,0,1,493,1,493,0.0,850.0,93.71,Mitragyna speciosa
sp|Q8VWZ7|C76B6_CATRO,KAL2552131.1,80.972,494,93,1,1,493,1,494,0.0,847.0,91.7,Forsythia ovata
sp|Q8VWZ7|C76B6_CATRO,CAA3016391.1,80.567,494,95,1,1,493,1,494,0.0,847.0,91.3,Olea europaea subsp. europaea
sp|Q8VWZ7|C76B6_CATRO,XP_022858342.1,80.364,494,96,1,1,493,1,494,0.0,844.0,91.09,Olea europaea var. sylvestris
sp|Q8VWZ7|C76B6_CATRO,D1MI46.1,80.527,493,96,0,1,493,3,495,0.0,842.0,92.9,Swertia mussotii
sp|Q8VWZ7|C76B6_CATRO,CAA2993979.1,79.757,494,99,1,1,493,1,494,0.0,839.0,91.7,Olea europaea subsp. europaea
sp|Q8VWZ7|C76B6_CATRO,KAL2531890.1,79.96,494,98,1,1,493,1,494,0.0,838.0,90.69,Abeliophyllum distichum
sp|Q8VWZ7|C76B6_CATRO,KAK2996568.1,77.935,494,105,2,1,490,1,494,0.0,818.0,90.69,Escallonia herrerae
sp|Q8VWZ7|C76B6_CATRO,ALJ75585.1,78.208,491,107,0,3,493,5,495,0.0,818.0,91.24,Swertia asarifolia
sp|Q8VWZ7|C76B6_CATRO,KAK2975527.1,78.138,494,104,2,1,490,1,494,0.0,816.0,90.49,Escallonia rubra
sp|Q8VWZ7|C76B6_CATRO,KAK2988315.1,78.138,494,104,2,1,490,1,494,0.0,815.0,90.28,Escallonia rubra
sp|Q8VWZ7|C76B6_CATRO,KAM7516576.1,77.465,497,108,2,1,493,1,497,0.0,815.0,89.34,Lonicera macranthoides
sp|Q8VWZ7|C76B6_CATRO,MIH5275427.1,76.721,494,114,1,1,493,1,494,0.0,813.0,90.08,Antirrhinum majus var. pseudomajus
sp|Q8VWZ7|C76B6_CATRO,AGX93050.1,77.465,497,108,2,1,493,1,497,0.0,811.0,89.13,Lonicera japonica
sp|Q8VWZ7|C76B6_CATRO,KAI3452069.1,79.837,491,98,1,1,490,1,491,0.0,805.0,90.22,Paulownia fortunei
sp|Q8VWZ7|C76B6_CATRO,AQW38831.1,77.108,498,109,3,1,493,1,498,0.0,802.0,88.35,Nothapodytes nimmoniana
sp|Q8VWZ7|C76B6_CATRO,BCK60971.1,75.101,494,122,1,1,493,1,494,0.0,801.0,89.07,Scoparia dulcis
sp|Q8VWZ7|C76B6_CATRO,KAK4393342.1,78.819,491,103,1,1,490,1,491,0.0,801.0,90.22,Sesamum angolense
sp|Q8VWZ7|C76B6_CATRO,CAN8810798.1,77.328,494,111,1,1,493,1,494,0.0,800.0,90.89,Galium boreale
sp|Q8VWZ7|C76B6_CATRO,CAN8824567.1,77.597,491,106,2,1,490,1,488,0.0,798.0,91.65,Galium boreale
sp|Q8VWZ7|C76B6_CATRO,PIN03107.1,78.34,494,106,1,1,493,1,494,0.0,798.0,89.88,Handroanthus impetiginosus
sp|Q8VWZ7|C76B6_CATRO,XP_011099226.1,78.615,491,104,1,1,490,1,491,0.0,798.0,89.61,Sesamum indicum
sp|Q8VWZ7|C76B6_CATRO,KAL3525730.1,76.327,490,116,0,1,490,1,490,0.0,798.0,87.96,Cinchona calisaya
sp|Q8VWZ7|C76B6_CATRO,KAK6128915.1,79.716,493,98,1,1,493,1,491,0.0,793.0,90.26,Rehmannia glutinosa
sp|Q8VWZ7|C76B6_CATRO,CAN8810807.1,75.967,491,117,1,1,490,1,491,0.0,791.0,90.43,Galium boreale
sp|Q8VWZ7|C76B6_CATRO,KAL2531889.1,79.57,465,94,1,30,493,1,465,0.0,790.0,91.4,Abeliophyllum distichum
sp|Q8VWZ7|C76B6_CATRO,MIM5526562.1,77.959,490,107,1,1,490,1,489,0.0,789.0,88.98,Unknown
sp|Q8VWZ7|C76B6_CATRO,KAN3215018.1,74.899,494,123,1,1,493,1,494,0.0,788.0,87.04,Utricularia aurea
sp|Q8VWZ7|C76B6_CATRO,KAN3226489.1,74.899,494,123,1,1,493,1,494,0.0,788.0,86.84,Utricularia aurea
sp|Q8VWZ7|C76B6_CATRO,CAN8816309.1,75.764,491,118,1,1,490,1,491,0.0,787.0,90.22,Galium boreale
sp|Q8VWZ7|C76B6_CATRO,QOL71525.1,74.447,497,123,2,1,493,1,497,0.0,786.0,87.32,Valeriana jatamansi
sp|Q8VWZ7|C76B6_CATRO,XP_073057880.1,75.101,494,122,1,1,493,1,494,0.0,786.0,87.45,Primulina eburnea
sp|Q8VWZ7|C76B6_CATRO,XP_027153936.1,75.306,490,121,0,1,490,1,490,0.0,786.0,87.14,Coffea eugenioides
AFD64744.1,A0A7G5KLV3.1,78.965,599,99,7,1,587,1,584,0.0,930.0,86.14,Cananga odorata
AFD64744.1,KAL3509620.1,76.65,591,123,6,3,587,2,583,0.0,930.0,87.48,Cinchona calisaya
AFD64744.1,XYA23377.1,74.037,597,137,6,3,587,2,592,0.0,917.0,86.26,Carapichea ipecacuanha
AFD64744.1,XDF18249.1,75.904,581,126,5,9,587,16,584,0.0,898.0,87.44,Gelsemium elegans
AFD64744.1,WRW51042.1,73.986,592,138,5,3,587,2,584,0.0,895.0,85.47,Uncaria rhynchophylla
AFD64744.1,XP_071904867.1,73.986,592,135,7,3,587,2,581,0.0,892.0,86.32,Coffea arabica
AFD64744.1,CDP20227.1,73.818,592,136,7,3,587,2,581,0.0,889.0,85.98,Coffea canephora
AFD64744.1,NP_001413592.1,73.986,592,135,7,3,587,2,581,0.0,888.0,85.81,Coffea arabica
AFD64744.1,XP_027169969.1,74.155,592,132,8,3,587,2,579,0.0,886.0,85.64,Coffea eugenioides
AFD64744.1,QCT83300.1,74.155,592,134,6,3,587,2,581,0.0,885.0,85.3,Gardenia jasminoides
AFD64744.1,XP_027169926.1,74.155,592,132,8,3,587,2,579,0.0,884.0,85.64,Coffea eugenioides
AFD64744.1,XP_027063694.1,73.48,592,138,7,3,587,2,581,0.0,884.0,85.3,Coffea arabica
AFD64744.1,CCM43930.1,73.818,592,132,8,3,587,2,577,0.0,881.0,85.47,Coffea arabica
AFD64744.1,CAN8776270.1,77.049,549,114,4,39,587,1,537,0.0,880.0,86.89,Galium boreale
AFD64744.1,CAI9090338.1,77.698,556,115,5,36,587,62,612,0.0,878.0,87.95,Oldenlandia corymbosa var. corymbosa
AFD64744.1,CAN8799246.1,76.867,549,115,4,39,587,1,537,0.0,878.0,86.89,Galium boreale
AFD64744.1,R4YVJ8.2,73.48,592,134,8,3,587,2,577,0.0,876.0,85.14,Coffea arabica
AFD64744.1,CAN8793677.1,76.503,549,117,4,39,587,1,537,0.0,874.0,86.52,Galium boreale
AFD64744.1,AJT35508.1,75.09,558,129,5,32,587,37,586,0.0,873.0,87.28,Gentiana crassa subsp. rigescens
AFD64744.1,QKS73430.1,74.955,555,132,4,34,587,36,584,0.0,872.0,87.75,Swertia mussotii
AFD64744.1,CAN8782789.1,71.692,597,147,6,1,587,1,585,0.0,868.0,82.24,Galium boreale
AFD64744.1,WIE96226.1,80.469,512,98,2,76,587,1,510,0.0,861.0,90.62,Mitragyna speciosa
AFD64744.1,CAK9158995.1,68.158,581,176,5,9,587,14,587,0.0,831.0,83.48,Ilex paraguariensis
AFD64744.1,KAG8388794.1,70.702,570,150,5,20,587,25,579,0.0,831.0,82.81,Buddleja alternifolia
AFD64744.1,KAM7498239.1,68.971,593,165,7,4,587,6,588,0.0,830.0,81.62,Lonicera macranthoides
AFD64744.1,CAI9090340.1,79.125,503,99,3,88,587,2,501,0.0,829.0,88.87,Oldenlandia corymbosa var. corymbosa
AFD64744.1,KAI3450216.1,74.669,529,131,3,61,587,55,582,0.0,823.0,85.82,Paulownia fortunei
AFD64744.1,KAM7495175.1,70.916,557,157,3,33,587,38,591,0.0,817.0,83.66,Lonicera macranthoides
AFD64744.1,KAL3829007.1,68.614,599,160,8,1,587,1,583,0.0,816.0,80.3,Penstemon smallii
AFD64744.1,KAK2987973.1,66.379,580,185,5,9,587,15,585,0.0,813.0,83.28,Escallonia rubra
AFD64744.1,KAK4483045.1,68.159,603,160,9,1,587,1,587,0.0,812.0,79.6,Penstemon davidsonii
AFD64744.1,KAK4407628.1,72.932,532,140,4,58,587,58,587,0.0,810.0,85.34,Sesamum angolense
AFD64744.1,KAM7492313.1,68.99,574,156,4,33,587,38,608,0.0,810.0,81.53,Lonicera macranthoides
AFD64744.1,KAK6141808.1,72.968,529,139,3,61,587,11,537,0.0,810.0,85.63,Rehmannia glutinosa
AFD64744.1,QJD13722.1,72.968,529,139,3,61,587,54,580,0.0,808.0,85.63,Rehmannia glutinosa
AFD64744.1,XP_011080637.1,72.15,535,145,4,55,587,55,587,0.0,806.0,85.05,Sesamum indicum
AFD64744.1,KAK6163875.1,72.779,529,140,3,61,587,54,580,0.0,804.0,85.44,Rehmannia glutinosa
AFD64744.1,KAK3010328.1,64.657,597,181,6,3,587,18,596,0.0,802.0,80.74,Escallonia herrerae
AFD64744.1,MIH5295501.1,66.498,594,184,8,1,587,1,586,0.0,798.0,79.8,Antirrhinum majus var. pseudomajus
AFD64744.1,KAL2493940.1,66.33,594,180,7,1,587,1,581,0.0,798.0,80.3,Forsythia ovata
AFD64744.1,CDP20228.1,79.079,478,99,1,110,587,1,477,0.0,795.0,89.96,Coffea canephora
AFD64744.1,XP_022870562.1,65.657,594,184,7,1,587,1,581,0.0,793.0,79.29,Olea europaea var. sylvestris
AFD64744.1,CAA3023166.1,65.993,594,181,8,1,587,1,580,0.0,793.0,79.29,Olea europaea subsp. europaea
AFD64744.1,KAK2965668.1,66.727,550,175,3,38,587,43,584,0.0,791.0,84.18,Escallonia rubra
AFD64744.1,KAL3829006.1,65.947,602,175,7,1,587,1,587,0.0,788.0,78.9,Penstemon smallii
AFD64744.1,KAK2987975.1,66.667,546,174,3,42,587,47,584,0.0,785.0,84.25,Escallonia rubra
AFD64744.1,AFI47926.1,65.152,594,187,7,1,587,1,581,0.0,785.0,78.96,Olea europaea
AFD64744.1,CAN6010411.1,63.652,597,198,6,1,587,1,588,0.0,784.0,78.56,Veronica longifolia
AFD64744.1,AGB05612.1,66.667,558,178,4,33,588,39,590,0.0,783.0,81.9,Valeriana officinalis
sp|I1TEM0|GO_CATRO,XLS40686.1,92.016,501,40,0,1,501,1,501,0.0,976.0,97.21,Voacanga thouarsii
sp|I1TEM0|GO_CATRO,XLS40693.1,91.417,501,43,0,1,501,1,501,0.0,973.0,97.21,Tabernaemontana elegans
sp|I1TEM0|GO_CATRO,YBV67929.1,91.617,501,42,0,1,501,1,501,0.0,970.0,96.81,Tabernanthe iboga
sp|I1TEM0|GO_CATRO,AIR93639.1,90.818,501,46,0,1,501,1,501,0.0,958.0,95.81,Amsonia hubrichtii
sp|I1TEM0|GO_CATRO,XLS40690.1,90.18,499,49,0,1,499,1,499,0.0,947.0,94.59,Rhazya stricta
sp|I1TEM0|GO_CATRO,AIR93638.1,89.78,499,51,0,1,499,1,499,0.0,945.0,95.79,Rauvolfia serpentina
sp|I1TEM0|GO_CATRO,AIR93636.1,91.816,501,41,0,1,501,1,501,0.0,940.0,97.01,Tabernaemontana elegans
sp|I1TEM0|GO_CATRO,AIR93637.1,88.423,501,58,0,1,501,1,501,0.0,940.0,95.61,Vinca minor
sp|I1TEM0|GO_CATRO,XLS40679.1,90.02,501,50,0,1,501,1,501,0.0,936.0,96.61,Rauvolfia tetraphylla
sp|I1TEM0|GO_CATRO,A0A9E7S4M4.1,90.22,501,49,0,1,501,1,501,0.0,934.0,95.41,Alstonia scholaris
sp|I1TEM0|GO_CATRO,XLS40684.1,86.627,501,67,0,1,501,1,501,0.0,922.0,93.01,Alstonia scholaris
sp|I1TEM0|GO_CATRO,XLS40687.1,83.832,501,81,0,1,501,1,501,0.0,895.0,91.82,Voacanga thouarsii
sp|I1TEM0|GO_CATRO,XUJ55400.1,62.675,501,183,1,1,501,2,498,0.0,688.0,81.44,Amsonia tabernaemontana
sp|I1TEM0|GO_CATRO,WRI02174.1,62.325,499,183,2,1,498,1,495,0.0,671.0,81.56,Alstonia scholaris
sp|I1TEM0|GO_CATRO,A0A9E7S4M3.1,61.952,502,186,2,1,501,4,501,0.0,654.0,80.68,Alstonia scholaris
sp|I1TEM0|GO_CATRO,XLS40677.1,58.882,501,201,2,2,501,5,501,0.0,636.0,77.25,Rauvolfia tetraphylla
sp|I1TEM0|GO_CATRO,XLS40673.1,59.481,501,195,3,5,501,7,503,0.0,632.0,77.84,Vinca minor
sp|I1TEM0|GO_CATRO,XUJ55399.1,59.281,501,196,3,5,501,7,503,0.0,630.0,78.04,Vinca minor
sp|I1TEM0|GO_CATRO,XLS40678.1,58.483,501,203,2,2,501,5,501,0.0,622.0,77.25,Rauvolfia tetraphylla
sp|I1TEM0|GO_CATRO,XLS40688.1,56.972,502,210,3,1,497,21,521,0.0,579.0,73.11,Voacanga thouarsii
sp|I1TEM0|GO_CATRO,XLS40695.1,56.773,502,211,3,1,497,4,504,0.0,577.0,72.71,Tabernaemontana elegans
sp|I1TEM0|GO_CATRO,XLS40696.1,56.175,502,214,3,1,497,4,504,0.0,573.0,72.71,Tabernaemontana elegans
sp|I1TEM0|GO_CATRO,YBV67933.1,55.05,505,221,3,1,500,4,507,0.0,572.0,72.67,Tabernanthe iboga
sp|I1TEM0|GO_CATRO,XLS40697.1,55.268,503,219,3,1,498,4,505,0.0,563.0,72.37,Tabernaemontana elegans
sp|I1TEM0|GO_CATRO,P0DXJ2.1,53.968,504,225,3,1,498,4,506,0.0,563.0,72.02,Rauvolfia serpentina
sp|I1TEM0|GO_CATRO,XLS40675.1,54.8,500,223,2,1,498,4,502,0.0,561.0,72.0,Vinca minor
sp|I1TEM0|GO_CATRO,XLS40681.1,56.17,470,203,2,31,498,35,503,0.0,553.0,73.19,Rauvolfia tetraphylla
sp|I1TEM0|GO_CATRO,XLS40680.1,54.274,503,224,4,1,498,1,502,0.0,551.0,71.37,Rauvolfia tetraphylla
sp|I1TEM0|GO_CATRO,P0DO13.1,53.704,486,221,3,16,498,14,498,0.0,540.0,71.81,Rauvolfia serpentina
sp|I1TEM0|GO_CATRO,P0DO14.1,51.6,500,234,5,1,499,4,496,3.7699999999999995e-176,512.0,70.2,Gelsemium sempervirens
sp|I1TEM0|GO_CATRO,A0A9E7LUJ4.1,50.104,483,233,3,21,498,27,506,6.87e-171,499.0,68.74,Alstonia scholaris
sp|I1TEM0|GO_CATRO,XLS40698.1,48.611,504,248,4,2,497,5,505,2.3299999999999997e-170,498.0,67.66,Tabernaemontana elegans
sp|I1TEM0|GO_CATRO,XLS40683.1,48.4,500,252,3,2,498,5,501,1.0300000000000001e-169,496.0,67.6,Rauvolfia tetraphylla
sp|I1TEM0|GO_CATRO,XLS40676.1,50.622,482,230,4,22,498,19,497,1.34e-169,496.0,69.5,Vinca minor
sp|I1TEM0|GO_CATRO,XLS40689.1,50.422,474,229,3,28,498,34,504,2.51e-164,483.0,68.78,Voacanga thouarsii
sp|I1TEM0|GO_CATRO,XLS40692.1,48.413,504,250,4,2,498,5,505,1.89e-161,475.0,67.26,Rhazya stricta
sp|I1TEM0|GO_CATRO,WRI02175.1,48.907,503,248,4,2,498,5,504,4.02e-161,474.0,68.79,Alstonia scholaris
sp|I1TEM0|GO_CATRO,P0DO79.1,47.295,499,260,3,1,499,5,500,4.15e-157,464.0,67.33,Strychnos nux-vomica
sp|I1TEM0|GO_CATRO,P0DO88.1,48.225,479,245,3,21,499,23,498,7.51e-155,458.0,67.64,Strychnos sp.
sp|I1TEM0|GO_CATRO,XLS40682.1,45.378,476,253,4,27,498,33,505,4.0399999999999997e-153,454.0,66.6,Rauvolfia tetraphylla
sp|I1TEM0|GO_CATRO,CAI9094694.1,46.895,467,241,3,28,494,28,487,3.13e-151,448.0,65.31,Oldenlandia corymbosa var. corymbosa
sp|I1TEM0|GO_CATRO,XLS40691.1,47.257,474,244,3,28,498,34,504,1.3e-150,447.0,67.3,Rhazya stricta
sp|W8JWW7|GS_CATRO,A0A9E7LUR3.1,91.484,364,31,0,1,364,1,364,0.0,702.0,97.53,Alstonia scholaris
sp|W8JWW7|GS_CATRO,WPM01483.1,91.233,365,31,1,1,364,1,365,0.0,697.0,97.26,Rauvolfia tetraphylla
sp|W8JWW7|GS_CATRO,YBV67928.1,86.813,364,48,0,1,364,1,364,0.0,675.0,94.78,Tabernanthe iboga
sp|W8JWW7|GS_CATRO,P0DXJ1.1,90.411,365,34,1,1,364,1,365,0.0,671.0,96.44,Rauvolfia serpentina
sp|W8JWW7|GS_CATRO,YFZ31641.1,71.074,363,105,0,1,363,1,363,0.0,547.0,83.75,Strychnos spinosa
sp|W8JWW7|GS_CATRO,YFZ31640.1,71.745,361,101,1,1,361,1,360,0.0,526.0,84.76,Gelsemium sempervirens
sp|W8JWW7|GS_CATRO,WJM00679.1,55.556,360,159,1,1,360,1,359,4.43e-149,432.0,74.44,Mitragyna speciosa
sp|W8JWW7|GS_CATRO,KAI3462151.1,61.08,352,135,2,12,363,11,360,6.2900000000000004e-145,422.0,74.43,Paulownia fortunei
sp|W8JWW7|GS_CATRO,XP_059624102.1,59.429,350,140,2,12,361,11,358,1.71e-142,416.0,75.43,Cornus florida
sp|W8JWW7|GS_CATRO,XP_059624099.1,60.0,350,138,2,12,361,11,358,1.89e-142,416.0,75.43,Cornus florida
sp|W8JWW7|GS_CATRO,CAI9758177.1,59.943,352,139,2,12,363,11,360,3.04e-142,415.0,74.15,Fraxinus pennsylvanica
sp|W8JWW7|GS_CATRO,KAG8383641.1,59.714,350,139,2,12,361,11,358,4.75e-142,414.0,74.0,Buddleja alternifolia
sp|W8JWW7|GS_CATRO,XP_059624104.1,58.807,352,143,2,10,361,5,354,7.19e-142,414.0,75.28,Cornus florida
sp|W8JWW7|GS_CATRO,MIH5288923.1,59.659,352,140,2,12,363,11,360,1.79e-141,413.0,74.43,Antirrhinum majus var. pseudomajus
sp|W8JWW7|GS_CATRO,KAI3464775.1,57.79,353,147,2,11,363,4,354,1.8e-141,413.0,73.65,Paulownia fortunei
sp|W8JWW7|GS_CATRO,CAA2997492.1,59.659,352,140,2,12,363,11,360,3.36e-141,412.0,73.3,Olea europaea subsp. europaea
sp|W8JWW7|GS_CATRO,VFQ99669.1,56.787,361,150,3,1,361,1,355,5.84e-141,412.0,72.02,Cuscuta campestris
sp|W8JWW7|GS_CATRO,XP_059624110.1,58.571,350,143,2,12,361,11,358,6.16e-141,412.0,75.71,Cornus florida
sp|W8JWW7|GS_CATRO,VFQ88114.1,57.064,361,149,3,1,361,1,355,9.04e-141,411.0,72.85,Cuscuta campestris
sp|W8JWW7|GS_CATRO,CAA2972799.1,59.943,352,139,2,12,363,11,360,9.81e-141,411.0,74.15,Olea europaea subsp. europaea
sp|W8JWW7|GS_CATRO,CAA2997493.1,59.375,352,141,2,12,363,11,360,1.0399999999999999e-140,411.0,73.3,Olea europaea subsp. europaea
sp|W8JWW7|GS_CATRO,CAN8757688.1,58.286,350,145,1,12,361,7,355,2.12e-140,410.0,72.0,Galium boreale
sp|W8JWW7|GS_CATRO,AHK06497.1,59.943,352,139,2,12,363,11,360,2.2999999999999997e-140,410.0,73.01,Pogostemon cablin
sp|W8JWW7|GS_CATRO,XP_022851765.1,59.375,352,141,2,12,363,11,360,2.46e-140,410.0,73.01,Olea europaea var. sylvestris
sp|W8JWW7|GS_CATRO,XP_034690888.1,58.166,349,144,2,13,361,12,358,2.54e-140,410.0,74.79,Vitis riparia
sp|W8JWW7|GS_CATRO,CAA2972800.1,59.659,352,140,2,12,363,11,360,3.41e-140,410.0,74.15,Olea europaea subsp. europaea
sp|W8JWW7|GS_CATRO,WPM01484.1,57.382,359,151,2,3,361,2,358,3.5199999999999997e-140,410.0,73.54,Rauvolfia tetraphylla
sp|W8JWW7|GS_CATRO,CAA2972803.1,59.091,352,142,2,12,363,11,360,5.2199999999999995e-140,409.0,73.01,Olea europaea subsp. europaea
sp|W8JWW7|GS_CATRO,KAM7523848.1,59.429,350,140,2,12,361,11,358,5.57e-140,409.0,73.43,Lonicera macranthoides
sp|W8JWW7|GS_CATRO,KAI3451270.1,59.003,361,146,2,3,363,2,360,6.18e-140,410.0,73.13,Paulownia fortunei
sp|W8JWW7|GS_CATRO,KAN3213867.1,59.659,352,139,3,12,363,8,356,6.88e-140,409.0,73.58,Utricularia aurea
sp|W8JWW7|GS_CATRO,CAA2935068.1,59.375,352,141,2,12,363,11,360,6.929999999999999e-140,409.0,72.73,Olea europaea subsp. europaea
sp|W8JWW7|GS_CATRO,XP_059594570.1,58.739,349,142,2,13,361,12,358,8.72e-140,409.0,73.64,Vitis vinifera
sp|W8JWW7|GS_CATRO,WKU61909.1,56.198,363,145,3,1,361,1,351,1.05e-139,408.0,74.93,Mitragyna speciosa
sp|W8JWW7|GS_CATRO,XP_003635435.1,57.88,349,145,2,13,361,12,358,1.1e-139,409.0,74.5,Vitis vinifera
sp|W8JWW7|GS_CATRO,WNF20696.1,58.172,361,141,2,1,361,1,351,1.73e-139,408.0,72.3,Mitragyna speciosa
sp|W8JWW7|GS_CATRO,KAA8531460.1,58.857,350,142,2,12,361,11,358,1.77e-139,408.0,74.0,Nyssa sinensis
sp|W8JWW7|GS_CATRO,CAN8748557.1,58.286,350,145,1,12,361,7,355,1.92e-139,408.0,71.71,Galium boreale
sp|W8JWW7|GS_CATRO,CAA2972805.1,58.807,352,143,2,12,363,11,360,2.0899999999999998e-139,408.0,73.01,Olea europaea subsp. europaea
sp|W8JWW7|GS_CATRO,A0A0U4AHM6.1,57.939,359,149,2,3,361,2,358,4.11e-139,407.0,73.54,Rauvolfia serpentina
sp|W8JWW7|GS_CATRO,KAL2521717.1,58.239,352,145,2,12,363,11,360,4.11e-139,407.0,74.15,Forsythia ovata
sp|W8JWW7|GS_CATRO,KAL3527468.1,59.429,350,140,2,12,361,11,358,6.57e-139,407.0,73.71,Cinchona calisaya
sp|W8JWW7|GS_CATRO,XP_011097456.1,59.943,352,139,2,12,363,11,360,7.66e-139,406.0,73.3,Sesamum indicum
sp|W8JWW7|GS_CATRO,KAL3527267.1,57.895,361,150,2,1,361,1,359,1.6799999999999998e-138,405.0,72.3,Cinchona calisaya
sp|W8JWW7|GS_CATRO,KAA8546675.1,59.143,350,141,2,12,361,11,358,2.26e-138,405.0,74.0,Nyssa sinensis
sp|W8JWW7|GS_CATRO,AAQ20892.1,58.286,350,144,2,12,361,11,358,4.2499999999999996e-138,404.0,74.57,Camptotheca acuminata
sp|W8JIS5|IO_CATRO,AHX24367.1,94.912,511,26,0,5,515,4,514,0.0,1016.0,98.04,Rauvolfia serpentina
sp|W8JIS5|IO_CATRO,XHC56417.1,93.738,511,32,0,5,515,4,514,0.0,989.0,98.04,Ochrosia elliptica
sp|W8JIS5|IO_CATRO,AHX24366.1,93.933,511,31,0,5,515,4,514,0.0,986.0,97.85,Amsonia hubrichtii
sp|W8JIS5|IO_CATRO,AHX24369.1,92.773,512,37,0,4,515,3,514,0.0,975.0,97.27,Vinca minor
sp|W8JIS5|IO_CATRO,AHX24368.1,94.716,511,27,0,5,515,4,514,0.0,969.0,99.02,Tabernaemontana elegans
sp|W8JIS5|IO_CATRO,AHX24365.1,87.524,513,62,2,5,515,4,516,0.0,924.0,95.52,Cinchona calisaya
sp|W8JIS5|IO_CATRO,CAI9097843.1,88.78,508,57,0,8,515,8,515,0.0,907.0,94.69,Oldenlandia corymbosa var. corymbosa
sp|W8JIS5|IO_CATRO,WIE96230.1,88.845,511,57,0,5,515,6,516,0.0,892.0,95.69,Mitragyna speciosa
sp|W8JIS5|IO_CATRO,UQH56964.1,88.845,511,57,0,5,515,6,516,0.0,890.0,95.11,Uncaria rhynchophylla
sp|W8JIS5|IO_CATRO,CAN8752212.1,86.837,509,66,1,8,515,8,516,0.0,885.0,94.11,Galium boreale
sp|W8JIS5|IO_CATRO,AKI87772.1,87.771,507,61,1,10,515,12,518,0.0,878.0,95.27,Gentiana crassa subsp. rigescens
sp|W8JIS5|IO_CATRO,AKJ26120.1,87.771,507,61,1,10,515,12,518,0.0,876.0,95.07,Gentiana crassa subsp. rigescens
sp|W8JIS5|IO_CATRO,XP_071908387.1,79.463,521,101,3,1,515,1,521,0.0,855.0,90.98,Coffea arabica
sp|W8JIS5|IO_CATRO,XP_022866331.1,81.213,511,94,1,5,515,4,512,0.0,850.0,90.22,Olea europaea var. sylvestris
sp|W8JIS5|IO_CATRO,CAA2996947.1,81.018,511,95,1,5,515,4,512,0.0,850.0,90.02,Olea europaea subsp. europaea
sp|W8JIS5|IO_CATRO,KAL2554414.1,80.431,511,98,1,5,515,4,512,0.0,844.0,89.82,Forsythia ovata
sp|W8JIS5|IO_CATRO,KAL2554303.1,80.039,511,100,1,5,515,4,512,0.0,840.0,89.63,Forsythia ovata
sp|W8JIS5|IO_CATRO,ASY08116.1,81.409,511,95,0,5,515,4,514,0.0,839.0,91.39,Nothapodytes nimmoniana
sp|W8JIS5|IO_CATRO,KAK3008065.1,78.32,512,110,1,4,515,13,523,0.0,837.0,90.23,Escallonia herrerae
sp|W8JIS5|IO_CATRO,KAK2997858.1,78.516,512,109,1,4,515,3,513,0.0,834.0,90.04,Escallonia herrerae
sp|W8JIS5|IO_CATRO,KAK2987907.1,78.32,512,110,1,4,515,3,513,0.0,833.0,90.23,Escallonia rubra
sp|W8JIS5|IO_CATRO,KAK2996243.1,78.32,512,110,1,4,515,3,513,0.0,832.0,89.84,Escallonia herrerae
sp|W8JIS5|IO_CATRO,KAL2533581.1,79.061,511,105,1,5,515,4,512,0.0,832.0,89.43,Abeliophyllum distichum
sp|W8JIS5|IO_CATRO,XP_027175083.1,79.655,521,100,3,1,515,1,521,0.0,829.0,90.98,Coffea eugenioides
sp|W8JIS5|IO_CATRO,KAL2533597.1,78.474,511,108,1,5,515,4,512,0.0,828.0,89.04,Abeliophyllum distichum
sp|W8JIS5|IO_CATRO,XP_027069257.2,79.655,521,100,3,1,515,1,521,0.0,827.0,90.98,Coffea arabica
sp|W8JIS5|IO_CATRO,CAA2959810.1,80.039,511,100,1,5,515,4,512,0.0,817.0,89.63,Olea europaea subsp. europaea
